meanZCR,stdZCR,meanSpecCentroid,stdSpecCentroid,meanSpecContrast,stdSpecContrast,meanSpecBandwidth,stdSpecBandwidth,meanSpecRollof,stdSpecRollof,meanMFCC_1,stdMFCC_1,meanMFCC_2,stdMFCC_2,meanMFCC_3,stdMFCC_3,meanMFCC_4,stdMFCC_4,meanMFCC_5,stdMFCC_5,meanMFCC_6,stdMFCC_6,meanMFCC_7,stdMFCC_7,meanMFCC_8,stdMFCC_8,meanMFCC_9,stdMFCC_9,meanMFCC_10,stdMFCC_10,meanMFCC_11,stdMFCC_11,meanMFCC_12,stdMFCC_12,meanMFCC_13,stdMFCC_13,genre,composer
-0.1133134195025264,-0.1349414152109647,-0.2581815902403559,-0.5923499622631138,0.2842375534368795,0.066671699172303,-0.505679960695732,-0.4989071871685766,-0.406889360015168,-0.6792861829544149,0.1372259002733717,0.5963155688524533,-0.3023018286890778,-0.5702078626286082,-0.2961298737236121,-0.3192733995797954,0.1978058530358245,-0.0522643088363792,-0.1149640463464294,-0.1083018890610001,-0.3235407979333435,-0.0070595240142159,0.2078437389474397,-0.0532833687376843,0.3441147044605231,-0.3389552501360195,-0.1643558402050266,-0.1173955980135594,-0.3145250580257349,-0.0587305930183505,-0.4911457052510146,-0.1937692038817948,-0.0843942750216471,-0.2751260856458983,-0.1570860761465308,-0.3587956462286963,Baroque,Johann Sebastian Bach
0.1278757255139824,-0.48257979093741,0.0313587648367061,-0.7713303565805265,0.8292885809135857,-0.5457171873537692,-0.1583589634120512,-0.6511559025251493,-0.2126905332345118,-0.7676737577783019,0.3261622884529023,-0.4132259382027712,0.0919261412573071,-0.1671554947179114,-0.072927649505437,-0.5497204426468725,-0.0102859522596258,-0.2004687567032159,0.1015347511048895,-0.1959527564419845,0.0272063365407002,-0.2373537768735971,0.2297481425170507,-0.2080673162439161,0.1128809770299179,-0.3926114212438785,-0.3035643369005062,-0.4401014484176941,-0.4979618355699549,-0.2855377017830847,-0.6604279004181108,-0.1072418207582672,-0.1799083034982266,-0.0944116605114344,-0.0788147989764007,-0.1505315463060608,Baroque,Johann Sebastian Bach
0.2362377579429029,-0.4959731998933903,-0.0050747943604698,-0.7563927279768885,0.1959578454918054,-0.4533937247696427,-0.3691289516154685,-0.6791346466924458,-0.2147158016903092,-0.7834245401189512,0.6852140740237609,-0.0345634639565066,-0.3941226004107612,-0.6068598992954808,-0.7585323774322252,-0.1798624542258176,0.3104911687839879,-0.1372797883426639,-0.1836517613345544,-0.0211945750865176,-0.4378153780611834,-0.1408634250933513,0.223843689890365,-0.2015301618348437,0.1561154785406321,-0.4114907040682516,-0.3814216417213578,-0.2006348509580358,-0.4205520101563357,-0.150469767244072,-0.4411526724000089,-0.0906303199572358,-0.073830669058763,-0.2644888036266548,-0.2646607492738161,-0.4024360392593411,Baroque,Johann Sebastian Bach
0.4018693960627464,-0.5947912165422917,0.1094568339021477,-0.7951215627569962,0.6621275409678304,-0.4828230221654257,-0.2841262730500569,-0.7050006498889804,-0.158120321055323,-0.8022855350858089,0.4571216115695389,-0.3176094988269469,-0.2596901462818342,-0.7346894060902147,-0.7632306301806036,-0.5022182526179886,0.0314547261748326,0.0691178283401221,-0.1060200306220992,-0.1890054174991131,-0.461282517443257,-0.3569381526081849,-0.1394181779638186,0.0564430840088761,0.1221861370006242,0.0116072232872339,-0.1652433476481263,0.0946016379301715,-0.1933701457651878,0.1948449487253476,-0.3620577938669337,0.0358827180475198,-0.2725666215044943,-0.1735815221239722,-0.6055910896642225,0.0488613742164838,Baroque,Johann Sebastian Bach
0.2556930799860926,-0.60868571995998,0.0387690601889829,-0.7840116430990782,0.5274932228981992,-0.5177630621275071,-0.3884251795732992,-0.7438976842732479,-0.1506972094386129,-0.7933179829012988,0.6967924647799799,-0.1897655408004328,-0.5061456948165755,-0.8635067485566447,-0.7184691378433596,-0.33609208733689,0.4868993714908181,-0.3363130590990772,-0.2320071485546208,-0.0428044550338555,-0.6276715832066633,-0.2488935813593993,-0.0766314176195899,-0.0393756707174994,-0.0450059333002772,-0.2466683615494955,-0.5114697907317516,-0.3929244366676672,-0.5201631666988876,-0.2979768195575041,-0.574080043493591,-0.2750158479749163,-0.5612973079634358,-0.3217642281352826,-0.6718663913358875,-0.284434515223094,Baroque,Johann Sebastian Bach
0.2525258164966717,-0.592658299567714,0.0305917007231451,-0.7979365432256909,0.5880313217696491,-0.5618122580900502,-0.3011715077061182,-0.7351490625977941,-0.1733055253919828,-0.7976490089244204,0.6401838411087821,-0.3144413957746299,-0.2829437701752203,-0.360492295527216,-0.70401346523735,-0.4178404249051546,0.3795283534227879,0.2780814426758664,-0.037795936904023,0.003064313639834,-0.418631891802841,-0.3300886591680863,0.2313380440715794,-0.1351991137269645,0.2602169422140235,-0.2579434461558767,-0.3603052516357994,-0.013167917432119,-0.4496142940277539,0.0265912656425819,-0.6724399370181093,-0.1356971517985188,-0.6235709224431498,-0.1567507757384076,-0.6517551028269211,-0.184619560155185,Baroque,Johann Sebastian Bach
0.2306087592093006,-0.812652943866021,0.0286742091102671,-0.870463625349856,0.3166662772023132,-0.682699052140952,-0.2657485382565644,-0.7579837550752883,-0.1720874915972905,-0.8345708750697474,0.6170596239128581,-0.713040210612964,-0.0232410439745714,-0.4413221853884519,-0.73250619086209,-0.5227508294202434,0.2077966722376715,-0.3358855738386843,0.184140180794252,-0.0772378118794223,-0.430868534537782,-0.2179133402388837,-0.369053878587797,-0.0280849723180323,-0.2663770237732118,-0.2586060226887658,-0.5135187217828914,-0.4884250391665454,-0.5144192897011906,-0.3084649773681991,-0.6369675655695277,-0.3302602178068796,-0.6390450533925506,-0.2933981427506331,-0.8380638787477505,-0.2444723451843256,Baroque,Johann Sebastian Bach
0.114957960160495,-0.7118239747859412,0.2278357349874678,-0.6577417398309301,0.3768618914028456,-0.6945782994480485,0.195021357255422,-0.1210305748557416,-0.1716364743667087,-0.6100983970867381,0.3127394252053987,-0.4262913996706616,0.2171499761354532,-0.0609089224951684,-0.0292886624375171,0.4348919901105554,-0.0050841901462717,0.0368948235292836,0.1354750868523042,-0.1989128681384522,-0.1661172188390604,-0.113125699962701,-0.2845873886152007,-0.2276506497725947,-0.2754671194948911,-0.4422888974312899,-0.4296326253669812,-0.5058098784978546,-0.6066031903871056,-0.2918748256538364,-0.8374906439769485,-0.1464823078064705,-0.5374970649481253,-0.1708412969803543,-0.5061343824125375,-0.0805634445498375,Baroque,Johann Sebastian Bach
0.350812499524149,-0.6641049810039629,0.3094527279553276,-0.4245200791425452,0.3548211549471629,-0.5743998037682303,-0.1634787694310463,-0.213010842301243,0.1303899431775743,-0.3147423641435469,0.4398232986176131,-0.3680672564781695,-0.3019782675581031,-0.4472775866084653,-0.608845944244122,-0.32932750371892,0.0831822506508986,0.2306444807319376,-0.3036860507239921,0.3822400311804275,-0.662368304696174,-0.248033446669099,-0.2443700070174468,-0.10681118455567,0.0243231564153157,-0.1431915957319067,-0.342499018382949,0.0636184071549166,-0.421294416398138,0.1639085276982872,-0.5347827832766835,0.0760707421381963,-0.2515067349392623,-0.0002976227124464,-0.297960984511662,0.0268170376228571,Baroque,Johann Sebastian Bach
0.1284442087043913,-0.5035128683217408,-0.0749563423086112,-0.7443065886639675,0.1519097950955332,-0.2719541703515398,-0.3501327187411173,-0.6414225948036358,-0.2840259464180039,-0.7796559391010993,0.5997098001329917,0.0726083873206642,-0.1928712462893114,-0.6962253418801896,-0.7914856554510263,-0.3015367443593506,0.3612513686417824,-0.383396172725333,0.0318689806877246,0.030132396584581,-0.6802879987115151,0.0255182148118895,-0.4641450957183037,0.012024227171695,-0.3695577554419813,-0.2591937627537528,-0.7131501015155517,-0.1586254281771788,-0.779699136049301,-0.099909770422039,-0.8818999150457316,-0.2829589032443749,-0.5008149482141661,-0.3355310275614533,-0.2804005835648766,-0.3923733998113616,Baroque,Johann Sebastian Bach
